video_url_mp4,video_url_webm,title,start_time,end_time
http://cs.cmu.edu/~dtroniak/bike.mp4,http://cs.cmu.edu/~dtroniak/bike.webm,,0.0,5.0
http://cs.cmu.edu/~dtroniak/bike.mp4,http://cs.cmu.edu/~dtroniak/bike.webm,,5.0,10.0
http://cs.cmu.edu/~dtroniak/bike.mp4,http://cs.cmu.edu/~dtroniak/bike.webm,,10.0,15.0
http://cs.cmu.edu/~dtroniak/bike.mp4,http://cs.cmu.edu/~dtroniak/bike.webm,,15.0,20.0
http://cs.cmu.edu/~dtroniak/bike.mp4,http://cs.cmu.edu/~dtroniak/bike.webm,,20.0,25.0
http://cs.cmu.edu/~dtroniak/bike.mp4,http://cs.cmu.edu/~dtroniak/bike.webm,,25.0,30.0
http://cs.cmu.edu/~dtroniak/50salad.mp4,http://cs.cmu.edu/~dtroniak/50salad.webm,,180.0,185.0
http://cs.cmu.edu/~dtroniak/50salad.mp4,http://cs.cmu.edu/~dtroniak/50salad.webm,,185.0,190.0
http://cs.cmu.edu/~dtroniak/50salad.mp4,http://cs.cmu.edu/~dtroniak/50salad.webm,,190.0,195.0
http://cs.cmu.edu/~dtroniak/50salad.mp4,http://cs.cmu.edu/~dtroniak/50salad.webm,,195.0,200.0
http://cs.cmu.edu/~dtroniak/50salad.mp4,http://cs.cmu.edu/~dtroniak/50salad.webm,,200.0,205.0
http://cs.cmu.edu/~dtroniak/50salad.mp4,http://cs.cmu.edu/~dtroniak/50salad.webm,,205.0,210.0
http://cs.cmu.edu/~dtroniak/cmu_salad.mp4,http://cs.cmu.edu/~dtroniak/cmu_salad.webm,,120.0,125.0
http://cs.cmu.edu/~dtroniak/cmu_salad.mp4,http://cs.cmu.edu/~dtroniak/cmu_salad.webm,,125.0,130.0
http://cs.cmu.edu/~dtroniak/cmu_salad.mp4,http://cs.cmu.edu/~dtroniak/cmu_salad.webm,,130.0,135.0
http://cs.cmu.edu/~dtroniak/cmu_salad.mp4,http://cs.cmu.edu/~dtroniak/cmu_salad.webm,,135.0,140.0
http://cs.cmu.edu/~dtroniak/cmu_salad.mp4,http://cs.cmu.edu/~dtroniak/cmu_salad.webm,,140.0,145.0
http://cs.cmu.edu/~dtroniak/cmu_salad.mp4,http://cs.cmu.edu/~dtroniak/cmu_salad.webm,,145.0,150.0
http://cs.cmu.edu/~dtroniak/pbj.mp4,http://cs.cmu.edu/~dtroniak/pbj.webm,,2.0,7.0
http://cs.cmu.edu/~dtroniak/pbj.mp4,http://cs.cmu.edu/~dtroniak/pbj.webm,,7.0,12.0
http://cs.cmu.edu/~dtroniak/pbj.mp4,http://cs.cmu.edu/~dtroniak/pbj.webm,,12.0,17.0
http://cs.cmu.edu/~dtroniak/pbj.mp4,http://cs.cmu.edu/~dtroniak/pbj.webm,,17.0,22.0
http://cs.cmu.edu/~dtroniak/pbj.mp4,http://cs.cmu.edu/~dtroniak/pbj.webm,,22.0,27.0
http://cs.cmu.edu/~dtroniak/pbj.mp4,http://cs.cmu.edu/~dtroniak/pbj.webm,,27.0,32.0
http://cs.cmu.edu/~dtroniak/tum.mp4,http://cs.cmu.edu/~dtroniak/tum.webm,,15.0,20.0
http://cs.cmu.edu/~dtroniak/tum.mp4,http://cs.cmu.edu/~dtroniak/tum.webm,,20.0,25.0
http://cs.cmu.edu/~dtroniak/tum.mp4,http://cs.cmu.edu/~dtroniak/tum.webm,,25.0,30.0
http://cs.cmu.edu/~dtroniak/tum.mp4,http://cs.cmu.edu/~dtroniak/tum.webm,,30.0,35.0
http://cs.cmu.edu/~dtroniak/tum.mp4,http://cs.cmu.edu/~dtroniak/tum.webm,,35.0,40.0
http://cs.cmu.edu/~dtroniak/tum.mp4,http://cs.cmu.edu/~dtroniak/tum.webm,,40.0,45.0
